"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PUAGMRLN","journalArticle","2005","Sato N; Higuchi H; Terauchi M; Kimura M; Takagishi K","Quantitative evaluation of anterior tibial translation during isokinetic motion in knees with anterior cruciate ligament reconstruction using either patellar or hamstring tendon grafts.","Int Orthop","","","10.1007/s00264-005-0011-9","","We studied 79 patients with unilateral injury to the anterior cruciate ligament (ACL). The patients were randomly allocated to reconstruction with autologous patellar bone-tendon-bone (BTB) grafts (49 knees) or hamstring tendon (ST) grafts (30 knees). We measured anterior tibial translation (ATT) during isokinetic concentric contraction exercise 18-20 months after surgery using a computerized electrogoniometer. In both groups the highest ATT during exercise was observed at a knee flexion of about 20 degrees and was 13.5+/-3.0 mm in the BTB group and 13.9+/-3.4 mm in the ST group. There was no difference in the ATT between the reconstructed and healthy knees. For a range of knee flexion between 30 and 50 degrees the ATT in the ST group was significantly higher on the reconstructed side than on the healthy side. In the BTB group, the mean ATT in the reconstructed group was similar to that on the healthy side at a knee flexion angle between 0 and 90 degrees .","2005","2026-07-23 01:39:09","2026-07-23 01:39:09","","385-9","","6","29","","Int Orthop","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDJUT4WH","journalArticle","2005","Ibrahim SA; Al-Kussary IM; Al-Misfer AR; Al-Mutairi HQ; Ghafar SA; El Noor TA","Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: patellar tendon versus gracilis and semitendinosus autograft.","Arthroscopy","","","10.1016/j.arthro.2004.12.002","","PURPOSE: To evaluate the clinical results of anterior cruciate ligament (ACL) reconstruction in patients with ACL-deficient knee in 2 similar groups of patients. TYPE OF STUDY: A prospective randomized comparison of patellar tendon (PT) versus semitendinosus and gracilis tendon (STG) autografts for ACL reconstruction. METHODS: Between 1994 and 1996, 85 consecutive male patients with chronic ACL-deficient knees underwent arthroscopically assisted reconstruction with either autologous PT or double-loop STG (4-strand) graft. PT grafts were used in patients with even-numbered birth dates and STG grafts for those with odd-numbered birth dates. Preoperatively, no significant differences between the 2 groups were noted with respect to age, level of activity, and degree of laxity (chi-square analysis). A standardized rehabilitation program was used for both groups postoperatively that included immediate active extension and early weight bearing and gradual flexion. Return to sports was permitted 8 months postoperatively. Assessment of the patients was carried out using a questionnaire, clinical assessment, Lysholm knee scores, the International Knee Documentation Committee scale, and radiological examination. RESULTS: At a mean follow-up of 81 months, there was no significant difference between the 2 groups with respect to subjective complaints (recurrent giving way, functional level) or objective laxity evaluation, including KT-1000 measurement or return to sports. Loss of extension of < or =5 degrees was greater in the PT group (12 patients, 30 %) than in the STG group (8 patients, 17 %). There was loss of flexion of < or =15 degrees in 5 patients (12 %) in the PT group and 1 patient (2.2 %) in the STG group. Anterior knee pain was recorded in 10 patients (24 %) in the PT group and 3 patients (5 %) in the STG group. The Lysholm knee score was 91.6 and 92.7 for the PT and STG groups, respectively, and the Tegner activity score decreased from 8.9 preoperatively for both groups to 7.9 for the PT group and 7.8 for the STG group. CONCLUSION: In this study, the 2 groups had comparable results in terms of patient satisfaction, activity level, and knee function. Our study showed that patellofemoral problems and loss of knee motion are more frequent in patients with PT grafts than in those with STG grafts. LEVEL OF EVIDENCE: Level I, Randomized Controlled Trial.","2005","2026-07-23 01:39:09","2026-07-23 01:39:09","","412-7","","4","21","","Arthroscopy","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3VEPQ7Y","journalArticle","2004","Pigozzi F; Di Salvo V; Parisi A; Giombini A; Fagnani F; Magini W; Franceschi F; Denaro E","Isokinetic evaluation of anterior cruciate ligament reconstruction: quadriceps tendon versus patellar tendon.","J Sports Med Phys Fitness","","","","","AIM: The goal of this prospective randomized study was to compare the isokinetic recovery of thigh strength after anterior cruciate ligament (ACL) reconstruction by using patellar or quadriceps tendon as graft at the 6th month follow-up. METHODS: The authors evaluated 48 patients who underwent arthroscopic ACL reconstruction using patellar tendon (PT group) or quadriceps tendon (QT group) as autograft after a 6 months follow-up undergoing the following tests: the Ergojump Bosco System springboard and Universal's FITNET computerized isokinetic system. RESULTS: The counter movement jump (CMJ) test showed a 24% (p<0.01) strength deficit in patients operated with patellar tendon and 11% in the quadriceps tendon group. Also in the leg press test the greater differences in strength (p<0.05) were verified in the patellar tendon group, above all the peak torque (PT) test carried out at 3 repetitions (15%). CONCLUSIONS: The strength deficit found in the subjects operated with quadriceps tendon were statistically lower in comparison to that verified in the patellar tendon group. A good recovery in thigh strength after 6 months in patients operated with quadriceps tendon could encourage the use of this kind of graft in order to achieve an easier rehabilitation and a faster release of the patient to daily and sports activity.","2004","2026-07-23 01:39:09","2026-07-23 01:39:09","","288-93","","3","44","","J Sports Med Phys Fitness","","","","","","","Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR3Z56HZ","journalArticle","2005","Laxdal G; Kartus J; Hansson L; Heidvall M; Ejerhed L; Karlsson J","A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction.","Arthroscopy","","","10.1016/j.arthro.2004.09.014","","PURPOSE: The aim of this study was to compare the results after arthroscopic anterior cruciate ligament (ACL) reconstruction using central-third, bone-patellar tendon-bone (BPTB group), 3-strand semitendinosus (ST group), or 4-strand semitendinosus/gracilis (ST/G group) autografts. TYPE OF STUDY: Prospective randomized trial. METHODS: A randomized series of 134 patients, all with unilateral ACL rupture was included in the study. In all 3 groups, interference screw fixation of the graft was used at both ends and 125 of 134 (93%) of the patients returned for the follow-up examination after 26 months (range, 20 to 43 months). The preoperative assessments in all 3 groups were similar in terms of gender, Tegner activity level, Lysholm score, KT-1000 measurements, 1-leg hop test, and the knee-walking test. RESULTS: At follow-up, the knee-walking test was significantly worse in the BPTB group than in the ST group (P = .0004) and ST/G group (P < .0001). Furthermore, the knee-walking test was significantly worse at follow-up than preoperatively in the BPTB group (P < .0001). The corresponding findings were not made in the other 2 groups. A significant reduction in knee laxity and an increase in activity level compared with the preoperative assessments were found in all 3 groups, without any significant differences between the groups. CONCLUSIONS: Two years after ACL reconstruction, the use of ST and ST/G autografts rendered significantly less discomfort during the knee-walking test than the use of BPTB autografts. However, in terms of functional outcome and knee laxity, the groups displayed no significant differences. LEVEL OF EVIDENCE: Level I.","2005","2026-07-23 01:39:09","2026-07-23 01:39:09","","34-42","","1","21","","Arthroscopy","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6W2CTKDU","journalArticle","2004","Aglietti P; Giron F; Buzzi R; Biddau F; Sasso F","Anterior cruciate ligament reconstruction: bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts. A prospective, randomized clinical trial.","J Bone Joint Surg Am","","","","","BACKGROUND: The choice of graft for anterior cruciate ligament reconstruction is a matter of debate, with patellar and hamstring tendons being the two most popular autologous graft options. The objective of this study was to determine in a prospective, randomized clinical trial whether two grafts (bone-patellar tendon-bone or doubled hamstring tendons) fixed with modern devices affect the two-year minimum clinical and radiographic outcomes of anterior cruciate ligament reconstruction. METHODS: One hundred and twenty patients with a chronic unilateral rupture of the anterior cruciate ligament underwent arthroscopically assisted reconstruction with use of either autologous bone-patellar tendon-bone or doubled hamstring tendon grafts, in a strictly alternating manner. Both groups were comparable with regard to demographic data, preoperative activity level, mechanism of injury, interval between the injury and the operation, and the amount of knee laxity present preoperatively. The same well-proven surgical technique and aggressive controlled rehabilitation was used. An independent observer, who was blinded with regard to the involved leg and the type of graft, performed the outcome assessment with use of a visual analog scale, the new International Knee Documentation Committee form, the Knee Injury and Osteoarthritis Outcome Score, the Functional Knee Score for Anterior Knee Pain, and an arthrometric and an isokinetic dynamometric evaluation. Radiographs were also made. RESULTS: At the two-year follow-up evaluation, no differences were found in terms of the visual analog score, the Knee Injury and Osteoarthritis Outcome Score, the new International Knee Documentation Committee subjective and objective evaluation scores, the KT-1000 side-to-side laxity measurements, the Functional Knee Score for Anterior Knee Pain, muscle strength recovery, or return to sports activities. In the bone-patellar tendon-bone group, we found a higher prevalence of postoperative kneeling discomfort (p < 0.01) and an increased area of decreased skin sensitivity (p < 0.001). In the hamstring tendon group, we recorded a higher prevalence of femoral tunnel widening (p < 0.01). In this group, a correlation was also found between medial meniscectomy and an increased prevalence of pivot-shift glide (p = 0.035). CONCLUSIONS: We believe that, with use of accurate and proven surgical and rehabilitation techniques, both grafts are an equivalent option for anterior cruciate ligament reconstruction.","2004","2026-07-23 01:39:10","2026-07-23 01:39:10","","2143-55","","10","86","","J Bone Joint Surg Am","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6Z4BBQQ","journalArticle","2004","Nurmi JT; Kannus P; Sievänen H; Järvelä T; Järvinen M; Järvinen TL","Interference screw fixation of soft tissue grafts in anterior cruciate ligament reconstruction: part 2: effect of preconditioning on graft tension during and after screw insertion.","Am J Sports Med","","","10.1177/0363546503261703","","BACKGROUND: Preconditioning of tendon grafts is believed to eliminate natural viscoelasticity of the tendons and prevent knee laxity after anterior cruciate ligament (ACL) reconstruction. HYPOTHESIS: Preconditioned ACL grafts maintain their initially set tension. STUDY DESIGN: Randomized experimental study. METHODS: Forty-two human anterior tibialis (AT) tendon grafts were subjected to either no preconditioning (group 1), cyclic preconditioning (group 2), or isometric preconditioning (group 3). The residual graft tension was then recorded immediately after the application of an initial graft tension of 80 N and fixation into tibia with an interference screw, as well as 10 minutes later. In another experiment, the residual graft tension was recorded 1, 10, and 60 minutes after 10 AT and quadrupled hamstring tendon (HT) grafts alone (no fixation) had been subjected to isometric preconditioning (80 N). RESULTS: Immediately after screw insertion, the residual (AT) graft tensions were 79 +/- 19 N, 100 +/- 17 N, and 102 +/- 15 N in groups 1 through 3, respectively. Ten minutes later, the corresponding values were 49 +/- 16 N, 60 +/- 11 N, and 64 +/- 12 N. For the AT and HT grafts alone, the residual graft tensions were 67 +/- 2 N and 67 +/- 2 N, 45 +/- 2 N and 46 +/- 4 N, and 29 +/- 3 N and 34 +/- 5 N at 1, 10, and 60 minutes, respectively. CONCLUSIONS: A steady decrease (-60% within 60 minutes after initial tensioning) occurs in the initially set tension of the soft tissue ACL grafts. CLINICAL RELEVANCE: Clinically applicable preconditioning protocols cannot eliminate the intrinsic viscoelasticity from ACL soft tissue grafts, and thus, the reasonableness of preconditioning per se is questioned in ACL reconstruction.","2004","2026-07-23 01:39:10","2026-07-23 01:39:10","","418-24","","2","32","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA3LB5GU","journalArticle","2003","Tibesku CO; Springer J; Mastrokalos DS; Pässler HH","[Internal rotational strength of the thigh after ACL reconstruction. Prospective comparison of harvesting of the semitendinosus and gracilis tendons and the patella tendon].","Sportverletz Sportschaden","","","10.1055/s-2003-42153","","AIM: The aim of the present study was the prospective, randomized evaluation of the internal rotation strength in patients, undergoing ACL reconstruction using either semitendinosus and gracilis tendon autografts (ST/G) or the central third of the patella tendon (BPT). METHOD: 40 patients (20 male, 20 female, average age 32 years [16 - 49]) underwent reconstruction of the ACL. In 20 patients ST/G was used, in 20 matched patients the central third of the patella tendon (BPT) was used. Rehabilitation was identical for both groups. The isometric strength of internal tibial rotation in neutral position was measured preoperatively, 3, 6 and 12 months postoperatively. RESULTS: After 3 months no difference to the preoperative data was found. After six months the internal tibial torque was significantly higher (p < 0.05) than preoperatively. No additional increase was found after 12 months. There was no statistically significant difference between both groups at any time. CONCLUSION: The internal tibial torque, which is predominantly a function of the pes anserinus, recovers shortly after operation and is, due to postoperative rehabilitation, significantly elevated after 6 months. The randomized comparison with the harvesting of the central third of the patellar tendon showed no significant difference.","2003","2026-07-23 01:39:10","2026-07-23 01:39:10","","137-41","","3","17","","Sportverletz Sportschaden","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZL4UWFF","journalArticle","2003","Feller JA; Webster KE","A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction.","Am J Sports Med","","","10.1177/03635465030310041501","","BACKGROUND: Patellar and hamstring tendon autografts are the most frequently used graft types for anterior cruciate ligament reconstruction, but few direct comparisons of outcomes have been published. HYPOTHESIS: There is no difference in outcome between the two types of reconstruction. STUDY DESIGN: Prospective randomized clinical trial. METHODS: After isolated anterior cruciate ligament rupture, 65 patients were randomized to receive either a patellar tendon or a four-strand hamstring tendon graft reconstruction, and results were reviewed at 4, 8, 12, 24, and 36 months. RESULTS: Pain on kneeling was more common and extension deficits were greater in the patellar tendon group. There were greater quadriceps peak torque deficits in the patellar tendon group at 4 and 8 months but not thereafter. In the hamstring tendon group, active flexion deficits were greater from 8 to 24 months, and KT-1000 arthrometer side-to-side differences in anterior knee laxity at 134 N were greater. Cincinnati knee scores, International Knee Documentation Committee ratings, and rates of return to preinjury activity levels were not significantly different between the two groups. CONCLUSIONS: Both grafts resulted in satisfactory functional outcomes but with increased morbidity in the patellar tendon group and increased knee laxity and radiographic femoral tunnel widening in the hamstring tendon group.","2003","2026-07-23 01:39:10","2026-07-23 01:39:10","","564-73","","4","31","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZ7C5NKG","journalArticle","2003","Ejerhed L; Kartus J; Sernert N; Köhler K; Karlsson J","Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction? A prospective randomized study with a two-year follow-up.","Am J Sports Med","","","10.1177/03635465030310011401","","BACKGROUND: There are well-known problems with the use of bone-patellar tendon-bone autografts for anterior cruciate ligament reconstruction, especially in terms of donor site morbidity. Hamstring tendon grafts have been increasingly used as an alternative, but there are very few controlled studies comparing the methods. HYPOTHESIS: Use of semitendinosus tendon grafts will cause less donor site morbidity and result in better knee-walking ability. STUDY DESIGN: Prospective randomized clinical trial. METHODS: Seventy-one patients who had a unilateral anterior cruciate ligament rupture underwent arthroscopic reconstruction with interference screw fixation and use of either bone-patellar tendon-bone or semitendinosus tendon graft. Outcome assessment was performed by physiotherapists not involved in the patients' care. RESULTS: At the 2-year follow-up, no differences were found in terms of the Lysholm score, Tegner activity level, KT-1000 arthrometer side-to-side laxity measurement, single-legged hop test, or International Knee Documentation Committee classification results. The knee-walking test was rated difficult or impossible to perform by 53% of the bone-patellar tendon-bone group and by only 23% of the semitendinosus graft patients, a significant difference. CONCLUSIONS: The semitendinosus tendon graft is at least an equivalent option to the bone-patellar tendon-bone graft for anterior cruciate ligament reconstruction, and we recommend its use.","2003","2026-07-23 01:39:10","2026-07-23 01:39:10","","19-25","","1","31","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJD3QE43","journalArticle","2003","Jansson KA; Linko E; Sandelin J; Harilainen A","A prospective randomized study of patellar versus hamstring tendon autografts for anterior cruciate ligament reconstruction.","Am J Sports Med","","","10.1177/03635465030310010501","","BACKGROUND: Bone-patellar tendon-bone graft has been the most commonly used graft material in anterior cruciate reconstructions, but there has been increasing use of hamstring tendon grafts. However, no existing clinical studies show adequate support for the choice of one graft over the other. HYPOTHESIS: Hamstring tendons are equally as good as patellar tendon in anterior cruciate ligament reconstructions. STUDY DESIGN: Prospective randomized clinical trial. METHODS: Ninety-nine patients with laxity caused by a torn anterior cruciate ligament underwent arthroscopically assisted reconstruction with graft randomization according to their birth year. Grafts were either bone-patellar tendon-bone with metal interference screw fixation or double-looped hamstring tendons with metal plate fixation. There were no significant differences between the two groups preoperatively or at operation. Standard rehabilitation included immediate postoperative mobilization without a knee brace, protected weightbearing for 2 weeks, and return to full activity at 6 to 12 months. RESULTS: Forty-three patients in the patellar tendon group and 46 patients in the hamstring tendon group were available for clinical evaluation at a minimum of 21 months after surgery. No statistically significant differences were seen with respect to clinical and instrumented laxity testing, International Knee Documentation Committee Score ratings, isokinetic muscle torque measurements, and Kujala patellofemoral, Lysholm, and Tegner scores. CONCLUSION: Equal results were seen for patellar and hamstring tendon autograft anterior cruciate ligament reconstructions at 2 years after surgery. Both techniques seem to improve patients' performance.","2003","2026-07-23 01:39:10","2026-07-23 01:39:10","","12-8","","1","31","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3C6MKCV","journalArticle","2002","Beynnon BD; Johnson RJ; Fleming BC; Kannus P; Kaplan M; Samani J; Renström P","Anterior cruciate ligament replacement: comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study.","J Bone Joint Surg Am","","","10.2106/00004623-200209000-00001","","BACKGROUND: The purpose of this investigation was to evaluate replacement of a torn anterior cruciate ligament with either a bone-patellar tendon-bone autograft or a two-strand semitendinosus-gracilis autograft to compare the results of clinical testing, patient satisfaction, activity level, functional status, and muscle strength. METHODS: Fifty-six patients with a torn anterior cruciate ligament were enrolled in a prospective, randomized, controlled study. Twenty-eight underwent reconstruction with a bone-patellar tendon-bone autograft, and twenty-eight were treated with a two-strand semitendinosus-gracilis autograft. Patients were followed for an average of thirty-nine months (range, thirty-six to fifty-seven months). At the time of final follow-up, twenty-two patients in each group were evaluated in terms of clinical test findings, patient satisfaction, activity level, functional status, and isokinetic muscle strength. RESULTS: The objective outcome of replacement of the torn anterior cruciate ligament with a bone-patellar tendon-bone graft was superior to that obtained with a two-strand semitendinosus-gracilis graft. At the three-year follow-up interval, the patients in whom a hamstring graft had been used had an average of 4.4 mm of increased anterior knee laxity compared with the laxity of the contralateral, normal knee, whereas the patients in whom a bone-patellar tendon-bone graft had been used had an average of 1.1 mm of increased knee laxity. Fourteen percent (three) of the twenty-two patients with a hamstring graft had a mild pivot shift, and 27% (six) had a moderate pivot shift. Only 14% (three) of the twenty-two patients with a bone-patellar tendon-bone graft had a mild pivot shift, and none had a moderate pivot shift. At the same follow-up interval, the patients in whom a hamstring graft had been used had significantly lower peak knee-flexion strength than those who had a bone-patellar tendon-bone graft (p = 0.039). In contrast, the two treatments produced similar outcomes in terms of patient satisfaction, activity level, and knee function (ability to perform a one-legged hop, bear weight, squat, climb stairs, run in place, and duckwalk). CONCLUSIONS: After three years of follow-up, the objective results of anterior cruciate ligament replacement with a bone-patellar tendon-bone autograft were superior to those of replacement with a two-strand semitendinosus-gracilis graft with regard to knee laxity, pivot-shift grade, and strength of the knee flexor muscles. However, the two groups had comparable results in terms of patient satisfaction, activity level, and knee function.","2002","2026-07-23 01:39:10","2026-07-23 01:39:10","","1503-13","","9","84","","J Bone Joint Surg Am","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JM382MGE","journalArticle","2001","Aune AK; Holm I; Risberg MA; Jensen HK; Steen H","Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction. A randomized study with two-year follow-up.","Am J Sports Med","","","10.1177/03635465010290060901","","Seventy-two patients with subacute or chronic rupture of the anterior cruciate ligament were randomly assigned to autograft reconstruction with four-strand gracilis and semitendinosus tendon (N = 37) or with patellar tendon-bone (N = 35) from the ipsilateral side. The groups were similar in terms of age, sex, level of activity, degree of laxity, meniscal lesions found surgically, and rehabilitation program. The follow-up was performed at another hospital by independent observers after 6, 12, and 24 months. Sixty-one patients (32 with hamstring tendon grafts and 29 with patellar tendon grafts) complied with the follow-up routine for the full 24 months. No differences were found between the groups with respect to Cincinnati functional score, KT-1000 arthrometer measurements, or stairs hopple test results. The subjective result and the single-legged hop test result were better for the hamstring tendon group after 6 and 12 months, but no differences were found after 24 months. The hamstring tendon group showed better isokinetic knee extension strength than did the patellar tendon group after 6 months, but not after 12 and 24 months. There was a significant weakness in isokinetic knee flexion strength among the hamstring tendon group. Anterior knee pain was not significantly different between the groups, but kneeling pain was significantly less common in the hamstring tendon group after 24 months.","2001","2026-07-23 01:39:10","2026-07-23 01:39:10","","722-8","","6","29","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZ3Q4M8R","journalArticle","2001","Anderson AF; Snyder RB; Lipscomb AB Jr","Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods.","Am J Sports Med","","","10.1177/03635465010290030201","","A prospective randomized study was performed to determine the differences in results between three methods of anterior cruciate ligament reconstruction: autogenous bone-patellar tendon-bone graft (group 1), semitendinosus and gracilis tendon graft reconstruction combined with an extraarticular procedure (group 2), and semitendinosus and gracilis tendon graft reconstruction alone (group 3). Preoperatively, there were no significant differences between groups. At a mean of 35.4 +/- 11.6 months postoperatively, 102 patients returned for evaluation. International Knee Documentation Committee knee evaluation revealed no significant differences in symptoms, function, return to pre-injury activity, harvest site abnormalities, or limitation of motion between groups 1 and 3. Patients in group 2 had a higher incidence of patellofemoral crepitation and loss of motion than did patients in group 3. The mean manual maximum KT-1000 arthrometer side-to-side difference was 2.1 +/- 2.0 mm in group 1, which was statistically significantly better than the difference in group 3 (3.1 +/- 2.3 mm). Final knee rating showed that 34 of 35 patients in group 1, 23 of 34 patients in group 2, and 26 of 33 patients in group 3 had a normal or nearly normal overall knee rating. Anterior cruciate ligament reconstruction with a semitendinosus and gracilis or a patellar tendon autograft may yield similar subjective results; however, the patellar tendon autograft may provide better objective stability in the long term. In addition, there appears to be no benefit to combining an intraarticular anterior cruciate ligament reconstruction with an extraarticular procedure.","2001","2026-07-23 01:39:10","2026-07-23 01:39:10","","272-9","","3","29","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C7VQKBY","journalArticle","2001","Eriksson K; Anderberg P; Hamberg P; Olerud P; Wredmark T","There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients.","Scand J Med Sci Sports","","","","","The main objective of this study was to study solely early postoperative morbidity following anterior cruciate ligament (ACL) reconstruction by comparing the gold standard procedure, the bone-patellar tendon-bone graft (BTB), and one of the most common alternatives, the semitendinosus tendon graft (ST). The prospective study included 107 randomized patients (50 BTB and 57 ST). The follow-up period was set to 20-35 weeks postoperatively (mean 26.8 +/- 3.5 weeks). One patient suffered early graft rupture and 89 (84%) of the remaining 106 patients were able to attend the follow-up within the given time limit. There were no differences in sick leave between the groups. The Lysholm score, Tegner activity level score and Visual Analog Scales (VAS) with the questions ""How does your knee function?"" and ""How does your knee affect your activity level?"" revealed no differences between the groups. Subjective patellofemoral pain, patellofemoral compartment findings and donor site morbidity were more common in the BTB group, P < 0.05. Lachman test grade 1+ was more common in the ST group, P < 0.05, but there was no significant difference in instrumented Lachman side-to-side comparison. The ST group scored better in the one-leg hop test than the BTB group, P < 0.05. No correlations between these clinical and functional findings and subjective knee function scores were found. In conclusion, ACL reconstruction with ST tendon graft presented fewer short-term postoperative problems as compared to reconstruction with BTB.","2001","2026-07-23 01:39:10","2026-07-23 01:39:10","","170-7","","3","11","","Scand J Med Sci Sports","","","","","","","Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA6F5HWW","journalArticle","2001","Röpke M; Becker R; Urbach D; Nebelung W","[Semitendinosus tendon vs. patellar ligament. Results of a prospective randomized study after anterior cruciate ligament reconstruction].","Unfallchirurg","","","10.1007/s001130050733","","The aim of our prospective randomised study was to evaluate the clinical results after arthroscopical reconstruction of the ACL using the midthird patellar ligament or semitendinosus tendon. METHODS: Forty patients were followed up two years postoperatively. Twenty of them received either a patellar ligament graft (BTB-group) or doubled semiteninosus tendon (SET-group). The clinical evaluation included the preoperative and two years postoperative assessment, based on the IKDC-Score, Tegener-Score and Mc-Carroll-Score. The a.p.-translation was evaluated using the KT-1000. RESULTS: Sixteen (80%) patients of the SET-group and 10 (50%) patients of the BTB-group showed good and excellent results in the over all assessment with the IKDC-Score. The mean side to side KT-1000 difference yielded 1.6 mm (-2-4 mm) in the BTB-group and 2.7 mm (0-7 mm) in the SET-group (p < 0.05). The retropatellar pain syndrome based on the Mc-Caroll-Score showed 17.4 points in the BTB-group in comparison to 19.5 points in the SET-group (p < 0.05). The level of activity using the Tegner-score showed preoperatively for both the SET- and BTB-group 6.9 points and postoperatively for the SET-group 6.7 points and for the BTB-group 5.6 points. CONCLUSIONS: Despite the inferior a.p.-stability for the patients who received doubled semitendinosus tendon grafts they presented clinically superior results compared to the BTB-group. Therefore this technique seems to be the alternative method. In order to improve the stability we recommend the usage of three or four stranded grafts and an improved fixation technique.","2001","2026-07-23 01:39:10","2026-07-23 01:39:10","","312-6","","4","104","","Unfallchirurg","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
